process_id,task,start_time,end_time,user,user_group,industry,service_charge
512,Automated Scoreboarding,23-04-2019 19:46:08,23-04-2019 19:56:24,SYSTEM,SYSTEM,Telecom,49000
512,Update Backend Systems,23-04-2019 20:01:24,23-04-2019 20:25:49,RPA,SYSTEM,Telecom,49000
512,Notification Review Request Completed,23-04-2019 20:30:49,23-04-2019 20:37:44,SYSTEM,SYSTEM,Telecom,49000
513,New Client Onboarding Request,24-04-2019 18:00:00,24-04-2019 18:22:51,Tom,Sales,Federal,6000
513,Review Documents,24-04-2019 18:27:51,24-04-2019 20:35:29,Jane,Operations,Federal,6000
513,Automated Scoreboarding,24-04-2019 20:40:29,24-04-2019 20:45:02,SYSTEM,SYSTEM,Federal,6000
513,Update Backend Systems,24-04-2019 20:50:02,24-04-2019 21:03:47,RPA,SYSTEM,Federal,6000
513,Notification Review Request Completed,24-04-2019 21:08:47,24-04-2019 21:17:01,SYSTEM,SYSTEM,Federal,6000
514,New Client Onboarding Request,25-04-2019 18:00:00,25-04-2019 18:19:45,Tom,Sales,Healthcare,15000
514,Review Documents,25-04-2019 18:24:45,25-04-2019 18:34:24,Jane,Operations,Healthcare,15000
514,Automated Scoreboarding,25-04-2019 18:39:24,25-04-2019 18:44:19,SYSTEM,SYSTEM,Healthcare,15000
514,Update Backend Systems,25-04-2019 18:49:19,25-04-2019 19:01:53,RPA,SYSTEM,Healthcare,15000
514,Notification Review Request Completed,25-04-2019 19:06:53,25-04-2019 19:11:22,SYSTEM,SYSTEM,Healthcare,15000
515,New Client Onboarding Request,26-04-2019 18:00:00,26-04-2019 18:59:01,Nick,Sales,Federal,6000
515,Review Documents,26-04-2019 20:04:01,26-04-2019 22:10:47,Rod,Operations,Federal,6000
515,Automated Scoreboarding,26-04-2019 22:15:47,26-04-2019 22:20:55,SYSTEM,SYSTEM,Federal,6000
515,Update Backend Systems,26-04-2019 22:25:55,26-04-2019 22:38:04,RPA,SYSTEM,Federal,6000
515,Notification Review Request Completed,26-04-2019 22:43:04,26-04-2019 22:51:31,SYSTEM,SYSTEM,Federal,6000
516,New Client Onboarding Request,27-04-2019 18:00:00,27-04-2019 18:36:11,Clive,Sales,Finance,20000
516,Review Documents,27-04-2019 18:41:11,27-04-2019 19:06:12,Jane,Operations,Finance,20000
516,Automated Scoreboarding,27-04-2019 19:11:12,27-04-2019 19:20:04,SYSTEM,SYSTEM,Finance,20000
516,Update Backend Systems,27-04-2019 19:25:04,27-04-2019 19:46:01,RPA,SYSTEM,Finance,20000
516,Notification Review Request Completed,27-04-2019 19:51:01,27-04-2019 19:56:01,SYSTEM,SYSTEM,Finance,20000
517,New Client Onboarding Request,28-04-2019 18:00:00,28-04-2019 18:14:14,Tom,Sales,Finance,20000
517,Review Documents,28-04-2019 19:19:14,28-04-2019 19:32:02,Rod,Operations,Finance,20000
517,Automated Scoreboarding,28-04-2019 19:37:02,28-04-2019 19:42:15,SYSTEM,SYSTEM,Finance,20000
517,Update Backend Systems,28-04-2019 19:47:15,28-04-2019 20:21:04,RPA,SYSTEM,Finance,20000
517,Notification Review Request Completed,28-04-2019 20:26:04,28-04-2019 20:30:25,SYSTEM,SYSTEM,Finance,20000
518,New Client Onboarding Request,29-04-2019 18:00:00,29-04-2019 18:15:01,Seb,Sales,Insurance,45000
518,Review Documents,29-04-2019 19:20:01,29-04-2019 19:39:27,Rod,Operations,Insurance,45000
518,Automated Scoreboarding,29-04-2019 19:44:27,29-04-2019 19:47:57,SYSTEM,SYSTEM,Insurance,45000
518,Update Backend Systems,29-04-2019 19:52:57,29-04-2019 20:14:39,RPA,SYSTEM,Insurance,45000
518,Notification Review Request Completed,29-04-2019 20:19:39,29-04-2019 20:31:04,SYSTEM,SYSTEM,Insurance,45000
519,New Client Onboarding Request,30-04-2019 18:00:00,30-04-2019 18:34:38,Clive,Sales,Finance,10000
519,Review Documents,30-04-2019 18:39:38,30-04-2019 18:50:54,Freddy,Operations,Finance,10000
519,Automated Scoreboarding,30-04-2019 18:55:54,30-04-2019 19:04:56,SYSTEM,SYSTEM,Finance,10000
519,Update Backend Systems,30-04-2019 19:09:56,30-04-2019 19:30:22,RPA,SYSTEM,Finance,10000
519,Notification Review Request Completed,30-04-2019 19:35:22,30-04-2019 19:40:12,SYSTEM,SYSTEM,Finance,10000
520,New Client Onboarding Request,01-05-2019 18:00:00,01-05-2019 18:33:12,Seb,Sales,Healthcare,15000
520,Review Documents,01-05-2019 19:38:12,01-05-2019 19:56:11,Rod,Operations,Healthcare,15000
520,Automated Scoreboarding,01-05-2019 20:01:11,01-05-2019 20:06:55,SYSTEM,SYSTEM,Healthcare,15000
520,Update Backend Systems,01-05-2019 20:11:55,01-05-2019 20:58:25,RPA,SYSTEM,Healthcare,15000
520,Notification Review Request Completed,01-05-2019 21:03:25,01-05-2019 21:07:31,SYSTEM,SYSTEM,Healthcare,15000
521,New Client Onboarding Request,02-05-2019 18:00:00,02-05-2019 18:48:38,Francis,Sales,Telecom,49000
521,Review Documents,02-05-2019 18:53:38,02-05-2019 19:03:20,Jane,Operations,Telecom,49000
521,Automated Scoreboarding,02-05-2019 19:08:20,02-05-2019 19:15:22,SYSTEM,SYSTEM,Telecom,49000
521,Update Backend Systems,02-05-2019 19:20:22,02-05-2019 19:29:45,RPA,SYSTEM,Telecom,49000
521,Notification Review Request Completed,02-05-2019 19:34:45,02-05-2019 19:39:23,SYSTEM,SYSTEM,Telecom,49000
522,New Client Onboarding Request,03-05-2019 18:00:00,03-05-2019 20:56:32,Francis,Sales,Telecom,49000
522,Review Documents,03-05-2019 21:01:32,03-05-2019 21:10:59,Freddy,Operations,Telecom,49000
522,Automated Scoreboarding,03-05-2019 21:15:59,03-05-2019 21:27:11,SYSTEM,SYSTEM,Telecom,49000
522,Update Backend Systems,03-05-2019 21:32:11,03-05-2019 21:54:53,RPA,SYSTEM,Telecom,49000
522,Notification Review Request Completed,03-05-2019 21:59:53,03-05-2019 22:07:59,SYSTEM,SYSTEM,Telecom,49000
523,New Client Onboarding Request,04-05-2019 18:00:00,04-05-2019 18:24:53,Tom,Sales,Finance,12000
523,Review Documents,04-05-2019 18:29:53,04-05-2019 18:38:44,Freddy,Operations,Finance,12000
523,Automated Scoreboarding,04-05-2019 18:43:44,04-05-2019 18:50:36,SYSTEM,SYSTEM,Finance,12000
523,Update Backend Systems,04-05-2019 18:55:36,04-05-2019 19:14:49,RPA,SYSTEM,Finance,12000
523,Notification Review Request Completed,04-05-2019 19:19:49,04-05-2019 19:26:23,SYSTEM,SYSTEM,Finance,12000
524,New Client Onboarding Request,05-05-2019 18:00:00,05-05-2019 18:27:14,Seb,Sales,Insurance,45000
524,Review Documents,05-05-2019 18:32:14,05-05-2019 18:47:12,Jane,Operations,Insurance,45000
524,Automated Scoreboarding,05-05-2019 18:52:12,05-05-2019 18:57:11,SYSTEM,SYSTEM,Insurance,45000
524,Update Backend Systems,05-05-2019 19:02:11,05-05-2019 19:17:50,RPA,SYSTEM,Insurance,45000
524,Notification Review Request Completed,05-05-2019 19:22:50,05-05-2019 19:27:12,SYSTEM,SYSTEM,Insurance,45000
525,New Client Onboarding Request,06-05-2019 18:00:00,06-05-2019 19:20:50,Seb,Sales,Federal,3000
525,Review Documents,06-05-2019 20:25:50,06-05-2019 22:35:59,Rod,Operations,Federal,3000
525,Automated Scoreboarding,06-05-2019 22:40:59,06-05-2019 22:45:30,SYSTEM,SYSTEM,Federal,3000
525,Update Backend Systems,06-05-2019 22:50:30,06-05-2019 22:59:32,RPA,SYSTEM,Federal,3000
525,Notification Review Request Completed,06-05-2019 23:04:32,06-05-2019 23:12:45,SYSTEM,SYSTEM,Federal,3000
526,New Client Onboarding Request,07-05-2019 18:00:00,07-05-2019 18:23:33,Clive,Sales,Federal,8000
526,Review Documents,07-05-2019 18:28:33,07-05-2019 20:51:31,Jane,Operations,Federal,8000
526,Automated Scoreboarding,07-05-2019 20:56:31,07-05-2019 21:03:03,SYSTEM,SYSTEM,Federal,8000
526,Update Backend Systems,07-05-2019 21:08:03,07-05-2019 21:23:33,RPA,SYSTEM,Federal,8000
526,Notification Review Request Completed,07-05-2019 21:28:33,07-05-2019 21:33:20,SYSTEM,SYSTEM,Federal,8000
527,New Client Onboarding Request,08-05-2019 18:00:00,08-05-2019 18:08:50,Clive,Sales,Telecom,49000
527,Review Documents,08-05-2019 18:13:50,08-05-2019 18:53:30,Jane,Operations,Telecom,49000
527,Automated Scoreboarding,08-05-2019 18:58:30,08-05-2019 19:01:34,SYSTEM,SYSTEM,Telecom,49000
527,Update Backend Systems,08-05-2019 19:06:34,08-05-2019 19:31:19,RPA,SYSTEM,Telecom,49000
527,Notification Review Request Completed,08-05-2019 19:36:19,08-05-2019 19:42:05,SYSTEM,SYSTEM,Telecom,49000
528,New Client Onboarding Request,09-05-2019 18:00:00,09-05-2019 18:22:38,Clive,Sales,Federal,8000
528,Review Documents,09-05-2019 18:27:38,09-05-2019 20:33:04,Jane,Operations,Federal,8000
528,Automated Scoreboarding,09-05-2019 20:38:04,09-05-2019 20:49:58,SYSTEM,SYSTEM,Federal,8000
528,Update Backend Systems,09-05-2019 20:54:58,09-05-2019 21:04:25,RPA,SYSTEM,Federal,8000
528,Notification Review Request Completed,09-05-2019 21:09:25,09-05-2019 21:14:57,SYSTEM,SYSTEM,Federal,8000
529,New Client Onboarding Request,10-05-2019 18:00:00,10-05-2019 18:07:40,Francis,Sales,Telecom,49000
529,Review Documents,10-05-2019 19:12:40,10-05-2019 19:19:10,Rod,Operations,Telecom,49000
529,Automated Scoreboarding,10-05-2019 19:24:10,10-05-2019 19:27:52,SYSTEM,SYSTEM,Telecom,49000
529,Update Backend Systems,10-05-2019 19:32:52,10-05-2019 19:45:36,RPA,SYSTEM,Telecom,49000
529,Notification Review Request Completed,10-05-2019 19:50:36,10-05-2019 19:56:04,SYSTEM,SYSTEM,Telecom,49000
530,New Client Onboarding Request,11-05-2019 18:00:00,11-05-2019 18:53:56,Clive,Sales,Insurance,45000
530,Review Documents,11-05-2019 19:58:56,11-05-2019 20:11:40,Rod,Operations,Insurance,45000
530,Automated Scoreboarding,11-05-2019 20:16:40,11-05-2019 20:23:18,SYSTEM,SYSTEM,Insurance,45000
530,Update Backend Systems,11-05-2019 20:28:18,11-05-2019 20:39:30,RPA,SYSTEM,Insurance,45000
530,Notification Review Request Completed,11-05-2019 20:44:30,11-05-2019 20:52:16,SYSTEM,SYSTEM,Insurance,45000
531,New Client Onboarding Request,12-05-2019 18:00:00,12-05-2019 18:41:06,Tom,Sales,Federal,3000
531,Review Documents,12-05-2019 18:46:06,12-05-2019 22:27:13,Freddy,Operations,Federal,3000
531,Automated Scoreboarding,12-05-2019 22:32:13,12-05-2019 22:39:56,SYSTEM,SYSTEM,Federal,3000
531,Update Backend Systems,12-05-2019 22:44:56,12-05-2019 22:56:19,RPA,SYSTEM,Federal,3000
531,Notification Review Request Completed,12-05-2019 23:01:19,12-05-2019 23:03:55,SYSTEM,SYSTEM,Federal,3000
532,New Client Onboarding Request,13-05-2019 18:00:00,13-05-2019 18:34:29,Tom,Sales,Healthcare,15000
532,Review Documents,13-05-2019 18:39:29,13-05-2019 18:58:42,Jane,Operations,Healthcare,15000
532,Automated Scoreboarding,13-05-2019 19:03:42,13-05-2019 19:10:35,SYSTEM,SYSTEM,Healthcare,15000
532,Update Backend Systems,13-05-2019 19:15:35,13-05-2019 19:28:32,RPA,SYSTEM,Healthcare,15000
532,Notification Review Request Completed,13-05-2019 19:33:32,13-05-2019 19:40:47,SYSTEM,SYSTEM,Healthcare,15000
533,New Client Onboarding Request,14-05-2019 18:00:00,14-05-2019 18:27:04,Tom,Sales,Telecom,49000
533,Review Documents,14-05-2019 19:32:04,14-05-2019 19:48:44,Rod,Operations,Telecom,49000
533,Automated Scoreboarding,14-05-2019 19:53:44,14-05-2019 20:01:46,SYSTEM,SYSTEM,Telecom,49000
533,Update Backend Systems,14-05-2019 20:06:46,14-05-2019 20:21:37,RPA,SYSTEM,Telecom,49000
533,Notification Review Request Completed,14-05-2019 20:26:37,14-05-2019 20:33:32,SYSTEM,SYSTEM,Telecom,49000
534,New Client Onboarding Request,15-05-2019 18:00:00,15-05-2019 18:29:13,Seb,Sales,Federal,6000
534,Review Documents,15-05-2019 19:34:13,15-05-2019 21:47:06,Rod,Operations,Federal,6000
534,Automated Scoreboarding,15-05-2019 21:52:06,15-05-2019 21:59:34,SYSTEM,SYSTEM,Federal,6000
534,Update Backend Systems,15-05-2019 22:04:34,15-05-2019 22:21:46,RPA,SYSTEM,Federal,6000
534,Notification Review Request Completed,15-05-2019 22:26:46,15-05-2019 22:31:02,SYSTEM,SYSTEM,Federal,6000
535,New Client Onboarding Request,16-05-2019 18:00:00,16-05-2019 18:17:28,Clive,Sales,Federal,6000
535,Review Documents,16-05-2019 19:22:28,16-05-2019 21:29:01,Rod,Operations,Federal,6000
535,Automated Scoreboarding,16-05-2019 21:34:01,16-05-2019 21:39:56,SYSTEM,SYSTEM,Federal,6000
535,Update Backend Systems,16-05-2019 21:44:56,16-05-2019 22:06:58,RPA,SYSTEM,Federal,6000
535,Notification Review Request Completed,16-05-2019 22:11:58,16-05-2019 22:15:38,SYSTEM,SYSTEM,Federal,6000
536,New Client Onboarding Request,17-05-2019 18:00:00,17-05-2019 18:52:54,Seb,Sales,Insurance,45000
536,Review Documents,17-05-2019 18:57:54,17-05-2019 19:13:51,Jane,Operations,Insurance,45000
536,Automated Scoreboarding,17-05-2019 19:18:51,17-05-2019 19:26:31,SYSTEM,SYSTEM,Insurance,45000
536,Update Backend Systems,17-05-2019 19:31:31,17-05-2019 19:43:48,RPA,SYSTEM,Insurance,45000
536,Notification Review Request Completed,17-05-2019 19:48:48,17-05-2019 19:54:09,SYSTEM,SYSTEM,Insurance,45000
537,New Client Onboarding Request,18-05-2019 18:00:00,18-05-2019 18:30:51,Clive,Sales,Federal,3000
537,Review Documents,18-05-2019 19:35:51,18-05-2019 21:49:48,Rod,Operations,Federal,3000
537,Automated Scoreboarding,18-05-2019 21:54:48,18-05-2019 22:04:19,SYSTEM,SYSTEM,Federal,3000
537,Update Backend Systems,18-05-2019 22:09:19,18-05-2019 22:37:55,RPA,SYSTEM,Federal,3000
537,Notification Review Request Completed,18-05-2019 22:42:55,18-05-2019 22:54:20,SYSTEM,SYSTEM,Federal,3000
538,New Client Onboarding Request,19-05-2019 18:00:00,19-05-2019 18:15:51,Tom,Sales,Finance,20000
538,Review Documents,19-05-2019 18:20:51,19-05-2019 18:41:06,Freddy,Operations,Finance,20000
538,Automated Scoreboarding,19-05-2019 18:46:06,19-05-2019 18:49:07,SYSTEM,SYSTEM,Finance,20000
538,Update Backend Systems,19-05-2019 18:54:07,19-05-2019 19:00:48,RPA,SYSTEM,Finance,20000
538,Notification Review Request Completed,19-05-2019 19:05:48,19-05-2019 19:10:10,SYSTEM,SYSTEM,Finance,20000
539,New Client Onboarding Request,20-05-2019 18:00:00,20-05-2019 18:21:38,Seb,Sales,Finance,20000
539,Review Documents,20-05-2019 18:26:38,20-05-2019 18:52:57,Jane,Operations,Finance,20000
539,Automated Scoreboarding,20-05-2019 18:57:57,20-05-2019 19:07:01,SYSTEM,SYSTEM,Finance,20000
539,Update Backend Systems,20-05-2019 19:12:01,20-05-2019 19:19:04,RPA,SYSTEM,Finance,20000
539,Notification Review Request Completed,20-05-2019 19:24:04,20-05-2019 19:32:47,SYSTEM,SYSTEM,Finance,20000
540,New Client Onboarding Request,21-05-2019 18:00:00,21-05-2019 18:23:12,Francis,Sales,Telecom,49000
540,Review Documents,21-05-2019 18:28:12,21-05-2019 18:29:46,Freddy,Operations,Telecom,49000
540,Automated Scoreboarding,21-05-2019 18:34:46,21-05-2019 18:39:47,SYSTEM,SYSTEM,Telecom,49000
540,Update Backend Systems,21-05-2019 18:44:47,21-05-2019 18:53:25,RPA,SYSTEM,Telecom,49000
540,Notification Review Request Completed,21-05-2019 18:58:25,21-05-2019 19:04:29,SYSTEM,SYSTEM,Telecom,49000
541,New Client Onboarding Request,22-05-2019 18:00:00,22-05-2019 18:43:56,Clive,Sales,Insurance,45000
541,Review Documents,22-05-2019 18:48:56,22-05-2019 18:59:57,Freddy,Operations,Insurance,45000
541,Automated Scoreboarding,22-05-2019 19:04:57,22-05-2019 19:10:12,SYSTEM,SYSTEM,Insurance,45000
541,Update Backend Systems,22-05-2019 19:15:12,22-05-2019 19:40:04,RPA,SYSTEM,Insurance,45000
541,Notification Review Request Completed,22-05-2019 19:45:04,22-05-2019 19:52:11,SYSTEM,SYSTEM,Insurance,45000
542,New Client Onboarding Request,23-05-2019 18:00:00,23-05-2019 18:22:26,Francis,Sales,Finance,12000
542,Review Documents,23-05-2019 19:27:26,23-05-2019 19:40:25,Rod,Operations,Finance,12000
542,Automated Scoreboarding,23-05-2019 19:45:25,23-05-2019 19:58:04,SYSTEM,SYSTEM,Finance,12000
542,Update Backend Systems,23-05-2019 20:03:04,23-05-2019 20:27:49,RPA,SYSTEM,Finance,12000
542,Notification Review Request Completed,23-05-2019 20:32:49,23-05-2019 20:40:39,SYSTEM,SYSTEM,Finance,12000
543,New Client Onboarding Request,24-05-2019 18:00:00,24-05-2019 18:14:08,Seb,Sales,Insurance,45000
543,Review Documents,24-05-2019 18:19:08,24-05-2019 18:39:36,Jane,Operations,Insurance,45000
543,Automated Scoreboarding,24-05-2019 18:44:36,24-05-2019 18:48:55,SYSTEM,SYSTEM,Insurance,45000
543,Update Backend Systems,24-05-2019 18:53:55,24-05-2019 19:19:18,RPA,SYSTEM,Insurance,45000
543,Notification Review Request Completed,24-05-2019 19:24:18,24-05-2019 19:28:34,SYSTEM,SYSTEM,Insurance,45000
544,New Client Onboarding Request,25-05-2019 18:00:00,25-05-2019 18:42:00,Seb,Sales,Healthcare,15000
544,Review Documents,25-05-2019 18:47:00,25-05-2019 18:52:42,Freddy,Operations,Healthcare,15000
544,Automated Scoreboarding,25-05-2019 18:57:42,25-05-2019 19:05:22,SYSTEM,SYSTEM,Healthcare,15000
544,Update Backend Systems,25-05-2019 19:10:22,25-05-2019 19:16:27,RPA,SYSTEM,Healthcare,15000
544,Notification Review Request Completed,25-05-2019 19:21:27,25-05-2019 19:30:40,SYSTEM,SYSTEM,Healthcare,15000
545,New Client Onboarding Request,26-05-2019 18:00:00,26-05-2019 19:13:50,Francis,Sales,Finance,10000
545,Review Documents,26-05-2019 20:18:50,26-05-2019 20:31:48,Rod,Operations,Finance,10000
545,Automated Scoreboarding,26-05-2019 20:36:48,26-05-2019 20:44:37,SYSTEM,SYSTEM,Finance,10000
545,Update Backend Systems,26-05-2019 20:49:37,26-05-2019 21:06:06,RPA,SYSTEM,Finance,10000
545,Notification Review Request Completed,26-05-2019 21:11:06,26-05-2019 21:16:32,SYSTEM,SYSTEM,Finance,10000
546,New Client Onboarding Request,27-05-2019 18:00:00,27-05-2019 19:05:59,Francis,Sales,Healthcare,25000
546,Review Documents,27-05-2019 19:10:59,27-05-2019 19:24:12,Freddy,Operations,Healthcare,25000
546,Automated Scoreboarding,27-05-2019 19:29:12,27-05-2019 19:33:42,SYSTEM,SYSTEM,Healthcare,25000
546,Update Backend Systems,27-05-2019 19:38:42,27-05-2019 19:49:32,RPA,SYSTEM,Healthcare,25000
546,Notification Review Request Completed,27-05-2019 19:54:32,27-05-2019 20:00:54,SYSTEM,SYSTEM,Healthcare,25000
547,New Client Onboarding Request,28-05-2019 18:00:00,28-05-2019 18:36:12,Nick,Sales,Federal,6000
547,Review Documents,28-05-2019 19:41:12,28-05-2019 22:09:07,Rod,Operations,Federal,6000
547,Automated Scoreboarding,28-05-2019 22:14:07,28-05-2019 22:21:10,SYSTEM,SYSTEM,Federal,6000
547,Update Backend Systems,28-05-2019 22:26:10,28-05-2019 22:34:50,RPA,SYSTEM,Federal,6000
547,Notification Review Request Completed,28-05-2019 22:39:50,28-05-2019 22:45:13,SYSTEM,SYSTEM,Federal,6000
548,New Client Onboarding Request,29-05-2019 18:00:00,29-05-2019 19:31:46,Nick,Sales,Finance,12000
548,Review Documents,29-05-2019 19:36:46,29-05-2019 19:39:03,Jane,Operations,Finance,12000
548,Automated Scoreboarding,29-05-2019 19:44:03,29-05-2019 19:52:40,SYSTEM,SYSTEM,Finance,12000
548,Update Backend Systems,29-05-2019 19:57:40,29-05-2019 20:17:07,RPA,SYSTEM,Finance,12000
548,Notification Review Request Completed,29-05-2019 20:22:07,29-05-2019 20:31:31,SYSTEM,SYSTEM,Finance,12000
549,New Client Onboarding Request,30-05-2019 18:00:00,30-05-2019 18:14:00,Nick,Sales,Healthcare,20000
549,Review Documents,30-05-2019 18:19:00,30-05-2019 19:02:04,Freddy,Operations,Healthcare,20000
549,Automated Scoreboarding,30-05-2019 19:07:04,30-05-2019 19:13:58,SYSTEM,SYSTEM,Healthcare,20000
549,Update Backend Systems,30-05-2019 19:18:58,30-05-2019 19:22:32,RPA,SYSTEM,Healthcare,20000
549,Notification Review Request Completed,30-05-2019 19:27:32,30-05-2019 19:33:00,SYSTEM,SYSTEM,Healthcare,20000
550,New Client Onboarding Request,31-05-2019 18:00:00,31-05-2019 18:21:29,Francis,Sales,Federal,3000
550,Review Documents,31-05-2019 18:26:29,31-05-2019 20:49:23,Freddy,Operations,Federal,3000
550,Automated Scoreboarding,31-05-2019 20:54:23,31-05-2019 21:04:06,SYSTEM,SYSTEM,Federal,3000
550,Update Backend Systems,31-05-2019 21:09:06,31-05-2019 21:20:17,RPA,SYSTEM,Federal,3000
550,Notification Review Request Completed,31-05-2019 21:25:17,31-05-2019 21:30:37,SYSTEM,SYSTEM,Federal,3000
551,New Client Onboarding Request,01-06-2019 18:00:00,01-06-2019 18:47:56,Nick,Sales,Finance,20000
551,Review Documents,01-06-2019 18:52:56,01-06-2019 19:53:32,Jane,Operations,Finance,20000
551,Automated Scoreboarding,01-06-2019 19:58:32,01-06-2019 20:06:16,SYSTEM,SYSTEM,Finance,20000
551,Update Backend Systems,01-06-2019 20:11:16,01-06-2019 20:17:23,RPA,SYSTEM,Finance,20000
551,Notification Review Request Completed,01-06-2019 20:22:23,01-06-2019 20:29:42,SYSTEM,SYSTEM,Finance,20000
552,New Client Onboarding Request,02-06-2019 18:00:00,02-06-2019 18:44:01,Nick,Sales,Federal,8000
552,Review Documents,02-06-2019 18:49:01,02-06-2019 20:59:26,Jane,Operations,Federal,8000
552,Automated Scoreboarding,02-06-2019 21:04:26,02-06-2019 21:09:56,SYSTEM,SYSTEM,Federal,8000
552,Update Backend Systems,02-06-2019 21:14:56,02-06-2019 21:20:14,RPA,SYSTEM,Federal,8000
552,Notification Review Request Completed,02-06-2019 21:25:14,02-06-2019 21:30:49,SYSTEM,SYSTEM,Federal,8000
553,New Client Onboarding Request,03-06-2019 18:00:00,03-06-2019 18:53:17,Francis,Sales,Insurance,45000
553,Review Documents,03-06-2019 18:58:17,03-06-2019 19:08:52,Jane,Operations,Insurance,45000
553,Automated Scoreboarding,03-06-2019 19:13:52,03-06-2019 19:18:35,SYSTEM,SYSTEM,Insurance,45000
553,Update Backend Systems,03-06-2019 19:23:35,03-06-2019 19:30:59,RPA,SYSTEM,Insurance,45000
553,Notification Review Request Completed,03-06-2019 19:35:59,03-06-2019 19:43:12,SYSTEM,SYSTEM,Insurance,45000
554,New Client Onboarding Request,04-06-2019 18:00:00,04-06-2019 18:47:28,Clive,Sales,Federal,3000
554,Review Documents,04-06-2019 18:52:28,04-06-2019 21:08:47,Freddy,Operations,Federal,3000
554,Automated Scoreboarding,04-06-2019 21:13:47,04-06-2019 21:17:12,SYSTEM,SYSTEM,Federal,3000
554,Update Backend Systems,04-06-2019 21:22:12,04-06-2019 21:51:38,RPA,SYSTEM,Federal,3000
554,Notification Review Request Completed,04-06-2019 21:56:38,04-06-2019 22:05:07,SYSTEM,SYSTEM,Federal,3000
555,New Client Onboarding Request,05-06-2019 18:00:00,05-06-2019 18:45:01,Tom,Sales,Federal,3000
555,Review Documents,05-06-2019 19:50:01,05-06-2019 21:56:36,Rod,Operations,Federal,3000
555,Automated Scoreboarding,05-06-2019 22:01:36,05-06-2019 22:06:21,SYSTEM,SYSTEM,Federal,3000
555,Update Backend Systems,05-06-2019 22:11:21,05-06-2019 22:44:01,RPA,SYSTEM,Federal,3000
555,Notification Review Request Completed,05-06-2019 22:49:01,05-06-2019 22:56:54,SYSTEM,SYSTEM,Federal,3000
556,New Client Onboarding Request,06-06-2019 18:00:00,06-06-2019 19:15:53,Francis,Sales,Telecom,49000
556,Review Documents,06-06-2019 20:20:53,06-06-2019 20:41:03,Rod,Operations,Telecom,49000
556,Automated Scoreboarding,06-06-2019 20:46:03,06-06-2019 20:53:03,SYSTEM,SYSTEM,Telecom,49000
556,Update Backend Systems,06-06-2019 20:58:03,06-06-2019 21:07:32,RPA,SYSTEM,Telecom,49000
556,Notification Review Request Completed,06-06-2019 21:12:32,06-06-2019 21:18:48,SYSTEM,SYSTEM,Telecom,49000
557,New Client Onboarding Request,07-06-2019 18:00:00,07-06-2019 18:25:57,Tom,Sales,Federal,3000
557,Review Documents,07-06-2019 18:30:57,07-06-2019 20:37:06,Freddy,Operations,Federal,3000
557,Automated Scoreboarding,07-06-2019 20:42:06,07-06-2019 20:49:01,SYSTEM,SYSTEM,Federal,3000
557,Update Backend Systems,07-06-2019 20:54:01,07-06-2019 21:02:30,RPA,SYSTEM,Federal,3000
557,Notification Review Request Completed,07-06-2019 21:07:30,07-06-2019 21:17:04,SYSTEM,SYSTEM,Federal,3000
558,New Client Onboarding Request,08-06-2019 18:00:00,08-06-2019 18:23:40,Nick,Sales,Telecom,49000
558,Review Documents,08-06-2019 18:28:40,08-06-2019 18:49:43,Freddy,Operations,Telecom,49000
558,Automated Scoreboarding,08-06-2019 18:54:43,08-06-2019 19:00:21,SYSTEM,SYSTEM,Telecom,49000
558,Update Backend Systems,08-06-2019 19:05:21,08-06-2019 19:28:59,RPA,SYSTEM,Telecom,49000
558,Notification Review Request Completed,08-06-2019 19:33:59,08-06-2019 19:36:54,SYSTEM,SYSTEM,Telecom,49000
559,New Client Onboarding Request,09-06-2019 18:00:00,09-06-2019 18:38:38,Clive,Sales,Telecom,49000
559,Review Documents,09-06-2019 18:43:38,09-06-2019 19:18:19,Jane,Operations,Telecom,49000
559,Automated Scoreboarding,09-06-2019 19:23:19,09-06-2019 19:29:01,SYSTEM,SYSTEM,Telecom,49000
559,Update Backend Systems,09-06-2019 19:34:01,09-06-2019 19:50:25,RPA,SYSTEM,Telecom,49000
559,Notification Review Request Completed,09-06-2019 19:55:25,09-06-2019 20:02:05,SYSTEM,SYSTEM,Telecom,49000
560,New Client Onboarding Request,10-06-2019 18:00:00,10-06-2019 18:25:07,Nick,Sales,Federal,3000
560,Review Documents,10-06-2019 19:30:07,10-06-2019 21:45:19,Rod,Operations,Federal,3000
560,Automated Scoreboarding,10-06-2019 21:50:19,10-06-2019 21:54:41,SYSTEM,SYSTEM,Federal,3000
560,Update Backend Systems,10-06-2019 21:59:41,10-06-2019 22:18:59,RPA,SYSTEM,Federal,3000
560,Notification Review Request Completed,10-06-2019 22:23:59,10-06-2019 22:29:27,SYSTEM,SYSTEM,Federal,3000
561,New Client Onboarding Request,11-06-2019 18:00:00,11-06-2019 18:30:33,Clive,Sales,Finance,12000
561,Review Documents,11-06-2019 19:35:33,11-06-2019 19:38:04,Rod,Operations,Finance,12000
561,Automated Scoreboarding,11-06-2019 19:43:04,11-06-2019 19:48:45,SYSTEM,SYSTEM,Finance,12000
561,Update Backend Systems,11-06-2019 19:53:45,11-06-2019 20:10:07,RPA,SYSTEM,Finance,12000
561,Notification Review Request Completed,11-06-2019 20:15:07,11-06-2019 20:19:21,SYSTEM,SYSTEM,Finance,12000
